identificadorArchivo,archivoOrigen,arquitectura,particion,indiceChunk,filasValidas,rutaParquetChunk,fechaActualizacion
8dcd3f4cfa64c775,2024-04-07_2024-04-13_Win32_train.jsonl,Win32,train,33,1500,artefactos/ember2024/parquetSeleccionado/8dcd3f4cfa64c775/chunk_00033.parquet,2026-03-15T16:38:49.072632+00:00
8dcd3f4cfa64c775,2024-04-07_2024-04-13_Win32_train.jsonl,Win32,train,34,1500,artefactos/ember2024/parquetSeleccionado/8dcd3f4cfa64c775/chunk_00034.parquet,2026-03-15T16:38:49.231341+00:00
8dcd3f4cfa64c775,2024-04-07_2024-04-13_Win32_train.jsonl,Win32,train,35,1500,artefactos/ember2024/parquetSeleccionado/8dcd3f4cfa64c775/chunk_00035.parquet,2026-03-15T16:38:49.420955+00:00
8dcd3f4cfa64c775,2024-04-07_2024-04-13_Win32_train.jsonl,Win32,train,36,1500,artefactos/ember2024/parquetSeleccionado/8dcd3f4cfa64c775/chunk_00036.parquet,2026-03-15T16:38:49.600740+00:00
8dcd3f4cfa64c775,2024-04-07_2024-04-13_Win32_train.jsonl,Win32,train,37,1500,artefactos/ember2024/parquetSeleccionado/8dcd3f4cfa64c775/chunk_00037.parquet,2026-03-15T16:38:49.777482+00:00
8dcd3f4cfa64c775,2024-04-07_2024-04-13_Win32_train.jsonl,Win32,train,38,1500,artefactos/ember2024/parquetSeleccionado/8dcd3f4cfa64c775/chunk_00038.parquet,2026-03-15T16:38:49.946485+00:00
8dcd3f4cfa64c775,2024-04-07_2024-04-13_Win32_train.jsonl,Win32,train,39,1500,artefactos/ember2024/parquetSeleccionado/8dcd3f4cfa64c775/chunk_00039.parquet,2026-03-15T16:38:50.121827+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,0,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00000.parquet,2026-03-15T16:38:50.290102+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,1,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00001.parquet,2026-03-15T16:38:50.476325+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,2,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00002.parquet,2026-03-15T16:38:50.645267+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,3,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00003.parquet,2026-03-15T16:38:50.867347+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,4,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00004.parquet,2026-03-15T16:38:51.069956+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,5,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00005.parquet,2026-03-15T16:38:51.256240+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,6,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00006.parquet,2026-03-15T16:38:51.435592+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,7,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00007.parquet,2026-03-15T16:38:51.625076+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,8,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00008.parquet,2026-03-15T16:38:51.825743+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,9,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00009.parquet,2026-03-15T16:38:52.025329+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,10,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00010.parquet,2026-03-15T16:38:52.185977+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,11,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00011.parquet,2026-03-15T16:38:52.360159+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,12,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00012.parquet,2026-03-15T16:38:52.548998+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,13,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00013.parquet,2026-03-15T16:38:52.734501+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,14,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00014.parquet,2026-03-15T16:38:52.910898+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,15,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00015.parquet,2026-03-15T16:38:53.094074+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,16,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00016.parquet,2026-03-15T16:38:53.263199+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,17,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00017.parquet,2026-03-15T16:38:53.440856+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,18,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00018.parquet,2026-03-15T16:38:53.637944+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,19,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00019.parquet,2026-03-15T16:38:53.816795+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,20,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00020.parquet,2026-03-15T16:38:53.991697+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,21,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00021.parquet,2026-03-15T16:38:54.204888+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,22,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00022.parquet,2026-03-15T16:38:54.387870+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,23,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00023.parquet,2026-03-15T16:38:54.561421+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,24,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00024.parquet,2026-03-15T16:38:54.730537+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,25,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00025.parquet,2026-03-15T16:38:54.919571+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,26,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00026.parquet,2026-03-15T16:38:55.103563+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,27,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00027.parquet,2026-03-15T16:38:55.285700+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,28,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00028.parquet,2026-03-15T16:38:55.465515+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,29,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00029.parquet,2026-03-15T16:38:55.639437+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,30,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00030.parquet,2026-03-15T16:38:55.806017+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,31,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00031.parquet,2026-03-15T16:38:55.984498+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,32,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00032.parquet,2026-03-15T16:38:56.165359+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,33,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00033.parquet,2026-03-15T16:38:56.354227+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,34,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00034.parquet,2026-03-15T16:38:56.524213+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,35,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00035.parquet,2026-03-15T16:38:56.695865+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,36,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00036.parquet,2026-03-15T16:38:56.862467+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,37,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00037.parquet,2026-03-15T16:38:57.048475+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,38,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00038.parquet,2026-03-15T16:38:57.210748+00:00
ebb0eab5b2b37516,2024-04-14_2024-04-20_Win32_train.jsonl,Win32,train,39,1500,artefactos/ember2024/parquetSeleccionado/ebb0eab5b2b37516/chunk_00039.parquet,2026-03-15T16:38:57.388583+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,0,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00000.parquet,2026-03-15T16:38:57.555337+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,1,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00001.parquet,2026-03-15T16:38:57.736195+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,2,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00002.parquet,2026-03-15T16:38:57.890062+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,3,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00003.parquet,2026-03-15T16:38:58.064981+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,4,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00004.parquet,2026-03-15T16:38:58.244020+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,5,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00005.parquet,2026-03-15T16:38:58.412247+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,6,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00006.parquet,2026-03-15T16:38:58.595748+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,7,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00007.parquet,2026-03-15T16:38:58.766137+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,8,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00008.parquet,2026-03-15T16:38:58.958411+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,9,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00009.parquet,2026-03-15T16:38:59.174205+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,10,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00010.parquet,2026-03-15T16:38:59.347307+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,11,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00011.parquet,2026-03-15T16:38:59.524003+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,12,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00012.parquet,2026-03-15T16:38:59.702244+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,13,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00013.parquet,2026-03-15T16:38:59.875921+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,14,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00014.parquet,2026-03-15T16:39:00.047050+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,15,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00015.parquet,2026-03-15T16:39:00.233561+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,16,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00016.parquet,2026-03-15T16:39:00.457092+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,17,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00017.parquet,2026-03-15T16:39:00.642328+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,18,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00018.parquet,2026-03-15T16:39:00.814003+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,19,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00019.parquet,2026-03-15T16:39:00.987197+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,20,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00020.parquet,2026-03-15T16:39:01.159323+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,21,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00021.parquet,2026-03-15T16:39:01.336865+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,22,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00022.parquet,2026-03-15T16:39:01.505997+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,23,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00023.parquet,2026-03-15T16:39:01.685307+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,24,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00024.parquet,2026-03-15T16:39:01.868957+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,25,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00025.parquet,2026-03-15T16:39:02.031561+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,26,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00026.parquet,2026-03-15T16:39:02.214363+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,27,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00027.parquet,2026-03-15T16:39:02.395736+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,28,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00028.parquet,2026-03-15T16:39:02.558135+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,29,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00029.parquet,2026-03-15T16:39:02.735049+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,30,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00030.parquet,2026-03-15T16:39:02.896619+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,31,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00031.parquet,2026-03-15T16:39:03.063262+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,32,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00032.parquet,2026-03-15T16:39:03.252524+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,33,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00033.parquet,2026-03-15T16:39:03.451664+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,34,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00034.parquet,2026-03-15T16:39:03.611509+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,35,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00035.parquet,2026-03-15T16:39:03.784540+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,36,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00036.parquet,2026-03-15T16:39:03.987392+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,37,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00037.parquet,2026-03-15T16:39:04.160918+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,38,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00038.parquet,2026-03-15T16:39:04.335890+00:00
cbeedaa342a8c4c5,2024-04-21_2024-04-27_Win32_train.jsonl,Win32,train,39,1500,artefactos/ember2024/parquetSeleccionado/cbeedaa342a8c4c5/chunk_00039.parquet,2026-03-15T16:39:04.500036+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,0,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00000.parquet,2026-03-15T16:39:04.647973+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,1,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00001.parquet,2026-03-15T16:39:04.809378+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,2,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00002.parquet,2026-03-15T16:39:04.975204+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,3,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00003.parquet,2026-03-15T16:39:05.161775+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,4,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00004.parquet,2026-03-15T16:39:05.338588+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,5,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00005.parquet,2026-03-15T16:39:05.508649+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,6,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00006.parquet,2026-03-15T16:39:05.693327+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,7,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00007.parquet,2026-03-15T16:39:05.879910+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,8,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00008.parquet,2026-03-15T16:39:06.045861+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,9,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00009.parquet,2026-03-15T16:39:06.211484+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,10,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00010.parquet,2026-03-15T16:39:06.370423+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,11,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00011.parquet,2026-03-15T16:39:06.544799+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,12,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00012.parquet,2026-03-15T16:39:06.704604+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,13,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00013.parquet,2026-03-15T16:39:06.886212+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,14,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00014.parquet,2026-03-15T16:39:07.083136+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,15,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00015.parquet,2026-03-15T16:39:07.242113+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,16,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00016.parquet,2026-03-15T16:39:07.425297+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,17,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00017.parquet,2026-03-15T16:39:07.637382+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,18,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00018.parquet,2026-03-15T16:39:07.845375+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,19,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00019.parquet,2026-03-15T16:39:08.004826+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,20,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00020.parquet,2026-03-15T16:39:08.177328+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,21,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00021.parquet,2026-03-15T16:39:08.379204+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,22,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00022.parquet,2026-03-15T16:39:08.574943+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,23,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00023.parquet,2026-03-15T16:39:08.764650+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,24,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00024.parquet,2026-03-15T16:39:08.929702+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,25,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00025.parquet,2026-03-15T16:39:09.098898+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,26,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00026.parquet,2026-03-15T16:39:09.278204+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,27,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00027.parquet,2026-03-15T16:39:09.457433+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,28,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00028.parquet,2026-03-15T16:39:09.616850+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,29,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00029.parquet,2026-03-15T16:39:09.788359+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,30,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00030.parquet,2026-03-15T16:39:09.985005+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,31,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00031.parquet,2026-03-15T16:39:10.175290+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,32,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00032.parquet,2026-03-15T16:39:10.348924+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,33,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00033.parquet,2026-03-15T16:39:10.516472+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,34,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00034.parquet,2026-03-15T16:39:10.682226+00:00
22d60c61b56c92ea,2024-04-28_2024-05-04_Win32_train.jsonl,Win32,train,35,1500,artefactos/ember2024/parquetSeleccionado/22d60c61b56c92ea/chunk_00035.parquet,2026-03-15T16:39:10.904973+00:00
