identificadorArchivo,archivoOrigen,rutaArchivo,arquitectura,particion,indiceChunk,filasValidas,inicioFuente,finFuente,inicioRegistroValido,finRegistroValido,rutaParquetChunk,columnas,fechaActualizacion,rutaChunk
8d2ac208cbeb50d7,2024-01-21_2024-01-27_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-21_2024-01-27_Win32_train.jsonl,Win32,train,39,1500,58500,59999,58500,59999,artefactos/ember2024/parquetBruto/8d2ac208cbeb50d7/chunk_00039.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:19:57.353280+00:00,artefactos\ember2024\parquetBruto\8d2ac208cbeb50d7\chunk_00039.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,0,1500,0,1499,0,1499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00000.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:19:58.081328+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00000.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,1,1500,1500,2999,1500,2999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00001.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:19:58.811742+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00001.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,2,1500,3000,4499,3000,4499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00002.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:19:59.535892+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00002.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,3,1500,4500,5999,4500,5999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00003.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:00.236255+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00003.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,4,1500,6000,7499,6000,7499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00004.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:00.941724+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00004.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,5,1500,7500,8999,7500,8999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00005.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:01.732251+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00005.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,6,1500,9000,10499,9000,10499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00006.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:02.583778+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00006.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,7,1500,10500,11999,10500,11999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00007.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:03.321738+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00007.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,8,1500,12000,13499,12000,13499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00008.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:04.082606+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00008.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,9,1500,13500,14999,13500,14999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00009.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:04.786526+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00009.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,10,1500,15000,16499,15000,16499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00010.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:05.487522+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00010.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,11,1500,16500,17999,16500,17999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00011.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:06.209137+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00011.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,12,1500,18000,19499,18000,19499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00012.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:06.868807+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00012.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,13,1500,19500,20999,19500,20999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00013.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:07.581745+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00013.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,14,1500,21000,22499,21000,22499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00014.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:08.311839+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00014.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,15,1500,22500,23999,22500,23999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00015.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:09.016735+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00015.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,16,1500,24000,25499,24000,25499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00016.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:09.676125+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00016.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,17,1500,25500,26999,25500,26999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00017.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:10.418535+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00017.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,18,1500,27000,28499,27000,28499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00018.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:11.109107+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00018.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,19,1500,28500,29999,28500,29999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00019.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:11.717882+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00019.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,20,1500,30000,31499,30000,31499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00020.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:12.395497+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00020.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,21,1500,31500,32999,31500,32999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00021.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:13.067613+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00021.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,22,1500,33000,34499,33000,34499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00022.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:13.761763+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00022.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,23,1500,34500,35999,34500,35999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00023.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:14.387640+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00023.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,24,1500,36000,37499,36000,37499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00024.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:15.054042+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00024.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,25,1500,37500,38999,37500,38999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00025.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:15.696893+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00025.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,26,1500,39000,40499,39000,40499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00026.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:16.384158+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00026.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,27,1500,40500,41999,40500,41999,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00027.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:17.007300+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00027.parquet
d6cda5b16a2acb3f,2024-01-28_2024-02-03_Win32_train.jsonl,data/ember2024/Win32_train/2024-01-28_2024-02-03_Win32_train.jsonl,Win32,train,28,1500,42000,43499,42000,43499,artefactos/ember2024/parquetBruto/d6cda5b16a2acb3f/chunk_00028.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:20:17.743389+00:00,artefactos\ember2024\parquetBruto\d6cda5b16a2acb3f\chunk_00028.parquet
